,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,20,2018,23,9.96,1,27,6,20,.300,0,7,.000,4,5,.800,2,4,6,5,0,1,4,4,16,5.2,+15
20,21,2018,23,40.71,1,22,5,14,.357,2,4,.500,2,2,1.000,0,7,7,7,1,1,3,1,14,11.5,+14
21,22,2018,23,42.73,1,32,7,12,.583,0,2,.000,1,1,1.000,3,3,6,7,1,1,1,3,15,16.8,+2
22,23,2018,23,23.72,1,35,8,13,.615,0,1,.000,7,8,.875,4,7,11,15,2,0,2,1,23,31.7,+15
23,24,2018,23,24.36,1,34,5,13,.385,1,3,.333,1,2,.500,0,8,8,13,1,0,1,3,12,14.8,+10
24,25,2018,23,56.56,1,33,6,18,.333,0,6,.000,4,5,.800,4,7,11,6,1,2,4,5,16,10.9,+8
25,26,2018,23,68.05,1,32,9,17,.529,0,2,.000,6,7,.857,4,7,11,7,2,0,1,1,24,25.7,-6
26,27,2018,23,25.25,1,38,9,14,.643,1,2,.500,8,9,.889,3,9,12,6,2,0,3,3,27,27.2,+6
27,28,2018,23,9.96,1,35,8,16,.500,2,4,.500,6,6,1.000,3,12,15,9,3,0,6,3,24,23.8,+10
28,29,2018,23,23.72,1,34,11,19,.579,0,1,.000,4,5,.800,4,6,10,4,2,0,3,0,26,23.1,+1
29,30,2018,23,45.96,1,34,13,25,.520,2,6,.333,4,4,1.000,6,10,16,4,3,1,5,4,32,26.8,+15
30,31,2018,23,52.19,1,20,7,15,.467,2,2,1.000,3,3,1.000,2,4,6,3,0,1,4,2,19,11.9,-16
31,32,2018,23,50.25,1,30,1,5,.200,1,1,1.000,1,2,.500,2,2,4,10,2,0,5,1,4,6.1,-9
32,33,2018,23,50.25,1,36,10,14,.714,1,4,.250,0,0,,0,9,9,9,0,0,6,6,21,15.8,+3
33,34,2018,23,74.04,1,37,8,11,.727,0,2,.000,7,8,.875,1,7,8,9,3,1,4,3,23,25.7,+12
34,35,2019,23,68.29,1,34,8,16,.500,1,2,.500,2,3,.667,6,8,14,15,1,3,5,3,19,24.6,+6
35,36,2019,23,45.48,1,31,10,18,.556,3,8,.375,3,4,.750,3,10,13,6,1,1,5,1,26,22.6,+12
36,37,2019,23,56.56,1,34,16,29,.552,3,9,.333,4,5,.800,8,4,12,6,3,1,2,1,39,37.0,+8
37,38,2019,23,56.16,1,28,11,20,.550,1,1,1.000,1,1,1.000,5,8,13,4,2,1,8,2,24,17.0,-22
38,39,2019,23,23.8,1,39,11,21,.524,1,2,.500,6,6,1.000,3,8,11,10,1,0,3,3,29,27.0,+9
39,40,2019,23,52.19,1,27,8,19,.421,0,5,.000,2,3,.667,5,9,14,10,0,2,1,3,18,19.9,+6
40,41,2019,23,74.04,1,33,8,15,.533,1,4,.250,6,7,.857,1,9,10,4,0,1,2,0,23,20.2,+8
41,42,2019,23,42.73,1,36,15,23,.652,4,7,.571,6,8,.750,1,9,10,8,0,0,3,4,40,33.5,+15
42,43,2019,23,41.19,1,23,6,12,.500,0,1,.000,5,5,1.000,1,3,4,8,0,0,3,3,17,14.0,-21
43,44,2019,23,66.51,1,25,6,18,.333,0,3,.000,6,6,1.000,4,4,8,11,1,1,2,3,18,18.0,+26
44,45,2019,23,100.01,1,27,8,12,.667,3,6,.500,0,1,.000,3,8,11,12,1,0,1,3,19,25.1,+21
45,46,2019,23,6.48,1,37,10,21,.476,1,7,.143,7,7,1.000,3,18,21,6,2,1,3,5,28,26.7,-11
46,47,2019,23,33.18,1,33,12,22,.545,2,3,.667,6,7,.857,6,12,18,10,1,0,1,1,32,35.4,+16
47,48,2019,23,25.25,1,34,10,20,.500,1,8,.125,3,3,1.000,1,4,5,3,4,0,4,3,24,16.8,+5
48,49,2019,23,57.78,1,37,9,16,.563,0,2,.000,2,2,1.000,1,12,13,10,3,2,2,2,20,25.3,+17
49,50,2019,23,56.16,1,31,12,15,.800,1,2,.500,6,6,1.000,4,9,13,9,1,0,2,4,31,34.5,+14
50,51,2019,23,63.2,1,29,4,13,.308,0,2,.000,5,8,.625,8,8,16,10,0,0,5,4,13,12.7,-1
51,52,2019,23,33.26,1,25,7,17,.412,0,3,.000,2,3,.667,1,2,3,4,3,0,3,4,16,9.0,-16
52,53,2019,23,39.57,1,33,8,13,.615,1,3,.333,8,10,.800,2,12,14,10,1,1,2,3,25,28.8,+5
53,54,2019,23,33.18,1,35,11,22,.500,1,5,.200,4,4,1.000,2,8,10,10,3,0,4,2,27,25.0,+2
54,55,2019,23,23.8,1,36,7,16,.438,3,3,1.000,6,7,.857,0,12,12,4,0,0,7,3,23,12.4,+16
55,56,2019,23,45.48,1,36,7,17,.412,0,2,.000,6,6,1.000,4,14,18,11,1,0,4,1,20,22.2,+2
56,57,2019,24,45.96,1,30,7,16,.438,1,2,.500,4,4,1.000,5,8,13,8,1,0,4,4,19,17.5,+3
57,58,2019,24,52.19,1,27,9,16,.563,0,2,.000,4,6,.667,3,13,16,3,3,1,6,5,22,17.4,+14
58,59,2019,24,9.96,1,34,11,25,.440,4,7,.571,10,13,.769,1,8,9,10,0,1,2,2,36,29.7,+22
59,60,2019,24,6.48,1,31,5,15,.333,0,1,.000,6,7,.857,6,7,13,7,0,0,5,5,16,11.3,+2
60,61,2019,24,57.78,1,21,7,11,.636,1,2,.500,5,6,.833,4,5,9,7,2,2,2,4,20,23.7,+6
61,62,2019,24,50.25,1,38,10,14,.714,2,2,1.000,0,0,,4,6,10,6,0,0,3,2,22,21.2,+10
62,63,2019,24,40.71,1,35,3,5,.600,0,1,.000,6,8,.750,4,13,17,8,3,0,2,1,12,21.8,+16
63,64,2019,24,41.19,1,28,5,10,.500,1,1,1.000,5,8,.625,3,3,6,4,4,1,2,2,16,17.5,-29
64,65,2019,24,63.2,1,26,9,14,.643,0,0,,0,0,,4,4,8,7,0,1,4,4,18,15.8,+2
65,66,2019,24,45.96,1,29,4,9,.444,0,2,.000,3,4,.750,2,12,14,8,0,1,2,1,11,14.8,-12
66,67,2019,24,7.78,1,34,11,21,.524,2,7,.286,2,2,1.000,3,4,7,5,0,0,4,3,26,17.3,+5
