,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
51,52,2019,23,25.25,1,24,3,5,.600,1,3,.333,2,2,1.000,1,5,6,2,0,0,1,1,9,8.9,-12
52,53,2019,23,33.26,1,21,2,7,.286,1,5,.200,2,2,1.000,1,4,5,0,1,0,1,2,7,4.0,-8
53,54,2019,23,33.26,1,3,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-2.5,-12
54,55,2019,23,23.72,0,25,4,6,.667,1,1,1.000,0,0,,0,5,5,1,0,0,0,2,9,7.8,+2
55,56,2019,23,100.01,0,16,2,5,.400,0,2,.000,0,0,,0,4,4,0,1,2,1,2,4,3.1,-12
56,57,2019,23,33.18,1,17,1,5,.200,0,2,.000,1,1,1.000,2,2,4,0,1,0,0,3,3,1.7,-18
57,58,2019,23,68.05,0,16,2,5,.400,0,0,,0,0,,0,4,4,1,1,0,1,2,4,2.4,-2
58,59,2019,23,63.2,0,25,4,7,.571,0,2,.000,0,1,.000,0,5,5,0,1,0,1,1,8,5.4,0
59,60,2019,23,50.25,1,17,1,3,.333,0,1,.000,1,1,1.000,1,2,3,3,0,1,0,4,3,3.8,+5
60,61,2019,23,24.36,1,10,3,5,.600,1,2,.500,0,0,,2,1,3,1,0,0,0,1,7,6.7,-9
61,62,2019,23,100.01,1,22,7,7,1.000,0,0,,2,5,.400,4,6,10,2,0,0,2,2,16,15.9,-5
62,63,2019,23,52.19,1,27,6,8,.750,1,2,.500,4,5,.800,2,10,12,3,0,1,2,5,17,16.6,-2
63,64,2019,23,45.48,1,33,4,8,.500,0,0,,1,2,.500,3,10,13,3,0,0,3,2,9,8.0,+9
64,65,2019,23,74.04,1,31,6,10,.600,1,2,.500,2,3,.667,0,2,2,2,0,1,4,4,15,7.1,-8
65,66,2019,23,63.2,1,27,3,4,.750,0,0,,2,4,.500,1,5,6,0,0,1,0,1,8,8.1,-16
66,67,2019,23,7.78,1,33,2,7,.286,0,2,.000,4,4,1.000,1,6,7,3,2,0,1,4,8,7.9,+2
67,68,2019,23,50.25,1,8,2,5,.400,0,0,,0,0,,0,0,0,1,0,0,1,1,4,0.6,-7
