,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,26,23.72,0,23,7,15,.467,1,4,.250,0,0,,0,3,3,0,0,0,0,3,15,7.0,-8
1,2,2018,26,63.2,0,23,8,14,.571,0,2,.000,3,3,1.000,1,3,4,1,1,1,3,1,19,13.0,-8
2,3,2018,26,68.05,0,23,7,12,.583,3,5,.600,2,3,.667,0,3,3,2,0,0,1,2,19,13.5,-25
3,4,2018,26,39.57,0,22,4,14,.286,0,4,.000,6,6,1.000,2,3,5,3,0,0,4,1,14,5.8,+7
4,5,2018,26,33.26,0,20,8,12,.667,2,4,.500,0,0,,0,1,1,0,1,0,0,1,18,13.7,-2
5,6,2018,26,7.78,0,19,5,10,.500,2,4,.500,0,0,,0,1,1,1,1,0,1,2,12,7.2,-6
6,7,2018,26,68.05,0,27,7,15,.467,1,5,.200,0,0,,1,1,2,1,1,0,1,0,15,9.0,+4
7,8,2018,26,33.99,0,19,7,14,.500,0,3,.000,3,3,1.000,3,1,4,0,0,1,0,3,17,11.9,-13
8,9,2018,26,56.56,0,21,6,13,.462,1,4,.250,0,0,,0,0,0,0,3,1,0,1,13,9.6,-29
9,10,2018,26,24.36,0,25,5,10,.500,3,6,.500,1,1,1.000,0,0,0,1,1,0,1,3,14,8.5,-6
10,11,2018,26,9.96,0,32,5,17,.294,1,7,.143,0,1,.000,4,5,9,8,1,0,3,3,11,7.4,-5
11,12,2018,26,66.51,0,24,6,16,.375,2,4,.500,1,2,.500,2,3,5,4,0,0,1,3,15,8.7,-10
12,13,2018,26,56.56,0,27,9,15,.600,1,4,.250,5,5,1.000,0,5,5,2,0,1,4,1,24,16.3,+18
13,14,2018,26,69.91,0,27,4,13,.308,0,4,.000,1,1,1.000,0,2,2,1,1,0,6,3,9,-3.4,-11
14,15,2018,26,33.26,0,25,6,11,.545,1,2,.500,3,4,.750,1,3,4,4,0,0,2,1,16,12.3,+4
15,16,2018,26,40.71,0,26,6,18,.333,4,8,.500,4,4,1.000,1,1,2,5,0,0,1,4,20,11.7,+4
16,17,2018,26,33.18,0,20,8,15,.533,2,5,.400,1,1,1.000,2,1,3,0,0,0,1,3,19,11.2,+1
17,18,2018,26,56.16,0,27,8,16,.500,0,2,.000,4,4,1.000,5,0,5,4,1,0,2,1,20,16.9,-4
18,19,2018,26,63.2,0,21,1,5,.200,0,4,.000,2,2,1.000,0,2,2,2,0,0,2,0,4,0.9,-11
19,20,2018,26,9.96,0,31,10,22,.455,4,8,.500,1,3,.333,1,2,3,2,1,0,0,2,25,15.7,-10
20,21,2018,26,18.05,0,21,5,14,.357,3,5,.600,3,4,.750,0,1,1,0,0,0,1,1,16,6.7,-6
21,22,2018,26,23.72,0,29,7,17,.412,1,6,.167,3,3,1.000,2,0,2,2,1,0,1,2,18,10.9,-5
22,23,2018,26,39.57,0,28,9,22,.409,1,4,.250,1,1,1.000,3,8,11,4,1,0,2,1,20,14.1,+10
23,24,2018,26,41.19,0,30,7,17,.412,2,7,.286,1,1,1.000,0,1,1,3,1,0,0,2,17,10.5,-25
24,25,2018,26,45.48,0,29,11,19,.579,4,7,.571,0,1,.000,0,4,4,1,1,0,2,1,26,17.2,+12
25,26,2018,26,69.91,0,22,2,9,.222,1,5,.200,2,2,1.000,1,1,2,2,0,0,0,0,7,3.9,+23
26,27,2018,26,0.01,0,20,4,13,.308,0,3,.000,1,2,.500,0,5,5,3,0,0,2,0,9,2.7,-6
27,28,2018,26,68.29,0,34,12,21,.571,2,7,.286,2,2,1.000,2,3,5,2,0,0,2,1,28,19.4,+10
28,29,2018,26,0.01,0,32,8,19,.421,2,8,.250,5,5,1.000,1,4,5,4,2,0,4,3,23,14.4,-1
29,30,2018,26,33.18,0,27,6,16,.375,2,6,.333,4,4,1.000,2,4,6,4,0,0,2,1,18,12.2,-6
30,31,2018,26,56.56,0,35,8,19,.421,4,10,.400,0,2,.000,0,3,3,2,1,0,2,3,20,9.2,-8
