,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,24,57.78,1,26,4,9,.444,0,0,,0,0,,3,5,8,1,0,1,1,3,8,6.1,-14
1,2,2018,24,40.71,1,33,9,16,.563,0,0,,1,3,.333,2,10,12,0,0,1,2,3,19,12.5,+4
2,3,2018,24,52.19,1,33,11,14,.786,0,0,,1,2,.500,0,6,6,5,0,3,1,3,23,22.4,+10
3,4,2018,24,6.48,1,37,5,9,.556,0,0,,0,2,.000,6,6,12,2,1,2,5,2,10,8.9,-16
4,5,2018,24,52.19,1,33,6,10,.600,0,0,,2,2,1.000,8,7,15,1,2,1,1,2,14,18.7,-12
5,6,2018,24,42.73,1,30,6,11,.545,0,0,,2,7,.286,7,7,14,1,0,3,4,2,14,11.7,-15
6,7,2018,24,39.57,1,37,8,11,.727,0,0,,6,10,.600,4,9,13,5,0,2,0,1,22,25.9,+15
7,8,2018,24,66.51,1,35,4,11,.364,0,0,,4,6,.667,6,6,12,1,1,2,4,5,12,8.2,+1
8,9,2018,24,7.78,1,35,8,10,.800,0,0,,2,2,1.000,2,8,10,1,0,1,2,2,18,16.6,+6
9,10,2018,24,9.96,1,33,8,12,.667,0,0,,1,2,.500,3,4,7,3,1,1,1,4,17,15.9,-12
10,11,2018,24,50.25,1,32,4,9,.444,0,0,,4,6,.667,8,9,17,1,0,2,2,5,12,12.9,-19
11,12,2018,24,7.78,1,28,8,9,.889,0,0,,2,5,.400,3,4,7,1,0,1,1,1,18,17.0,-3
12,13,2018,24,33.99,1,36,11,15,.733,0,0,,2,4,.500,3,6,9,2,0,1,1,4,24,20.5,+12
13,14,2018,24,41.19,1,29,3,9,.333,0,0,,4,4,1.000,4,6,10,1,1,0,0,1,10,10.8,-1
14,15,2018,24,45.48,1,35,11,14,.786,0,0,,1,3,.333,5,11,16,1,1,4,1,1,23,26.7,+24
15,16,2018,24,33.26,1,36,12,14,.857,0,0,,3,4,.750,4,11,15,0,0,4,1,5,27,27.5,+4
16,17,2018,24,33.26,1,43,14,21,.667,0,0,,1,1,1.000,12,9,21,1,2,3,3,2,29,32.0,-11
17,18,2018,24,100.01,1,39,4,4,1.000,0,0,,4,4,1.000,5,5,10,3,0,4,2,1,12,18.3,-8
18,19,2018,24,69.91,1,37,8,14,.571,0,0,,1,2,.500,8,6,14,2,0,4,1,5,17,18.6,-4
19,20,2018,24,45.96,1,32,9,12,.750,0,0,,0,2,.000,5,3,8,2,0,2,1,2,18,17.8,-6
20,21,2018,24,50.25,1,29,12,16,.750,0,0,,3,4,.750,8,4,12,1,1,4,0,4,27,29.9,+31
21,22,2018,24,66.51,1,32,7,11,.636,0,0,,4,7,.571,2,13,15,0,0,1,0,2,18,17.1,+12
22,23,2018,24,63.2,1,37,11,14,.786,0,0,,2,2,1.000,2,6,8,3,0,3,2,2,24,23.2,+6
