,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,24,56.16,1,36,5,13,.385,0,2,.000,0,2,.000,1,9,10,10,1,0,1,3,10,11.3,+23
1,2,2018,24,45.48,1,24,5,7,.714,1,1,1.000,0,0,,2,4,6,6,0,1,2,1,11,13.2,+16
2,3,2018,24,52.19,1,35,7,11,.636,1,1,1.000,5,7,.714,2,5,7,6,3,0,2,4,20,20.8,+11
3,4,2018,24,39.57,1,31,7,16,.438,1,3,.333,2,2,1.000,1,4,5,6,0,0,4,3,17,9.5,-5
4,5,2018,24,6.48,1,15,0,1,.000,0,0,,0,0,,1,1,2,4,0,0,2,3,0,-0.1,-16
5,6,2018,24,68.29,1,8,0,3,.000,0,0,,0,0,,0,1,1,0,1,0,1,2,0,-2.6,-12
6,7,2018,24,63.2,1,24,3,9,.333,1,3,.333,2,2,1.000,0,1,1,6,1,0,4,2,9,4.6,-10
7,8,2019,24,39.57,1,33,10,15,.667,2,4,.500,3,4,.750,1,1,2,7,0,0,4,0,25,20.0,+18
8,9,2019,24,100.01,1,23,5,8,.625,1,1,1.000,2,2,1.000,0,0,0,3,2,0,2,2,13,10.7,+22
9,10,2019,24,25.25,1,24,5,10,.500,0,0,,1,1,1.000,0,3,3,4,3,0,4,1,11,8.3,+9
10,11,2019,24,100.01,1,28,3,9,.333,0,2,.000,0,0,,0,3,3,9,1,0,3,4,6,4.5,+9
11,12,2019,24,63.2,1,26,3,6,.500,2,2,1.000,2,2,1.000,1,2,3,6,3,1,2,1,10,13.8,+7
12,13,2019,24,52.19,1,29,5,10,.500,1,3,.333,0,2,.000,1,5,6,3,0,0,0,0,11,9.5,+6
13,14,2019,24,41.19,1,29,3,10,.300,1,3,.333,0,1,.000,2,3,5,12,2,0,4,3,7,8.3,+3
14,15,2019,24,42.73,1,16,2,3,.667,0,1,.000,0,0,,0,3,3,3,1,0,3,2,4,2.9,-5
15,16,2019,24,25.25,1,32,3,8,.375,1,2,.500,2,2,1.000,1,2,3,4,2,0,3,2,9,6.9,+9
16,17,2019,24,33.26,1,32,1,7,.143,0,2,.000,0,0,,0,3,3,5,1,0,1,3,2,0.7,-1
17,18,2019,24,9.96,1,29,5,12,.417,1,4,.250,4,4,1.000,1,3,4,12,1,2,2,1,15,18.6,-7
18,19,2019,24,50.25,1,30,3,13,.231,0,3,.000,0,0,,0,3,3,5,0,1,1,0,6,2.2,-11
19,20,2019,25,7.78,1,28,7,10,.700,1,1,1.000,0,2,.000,0,2,2,4,0,2,2,4,15,11.2,-11
20,21,2019,25,40.71,1,36,5,10,.500,2,4,.500,2,2,1.000,1,4,5,9,2,1,5,4,14,13.3,+20
21,22,2019,25,33.18,1,30,5,13,.385,0,4,.000,0,0,,1,3,4,14,1,0,2,3,10,12.1,+13
22,23,2019,25,40.71,1,30,3,12,.250,0,1,.000,0,0,,3,8,11,9,0,1,1,4,6,7.7,+4
23,24,2019,25,74.04,1,33,4,11,.364,0,0,,0,0,,3,3,6,10,3,0,6,0,8,8.9,+4
24,25,2019,25,33.99,1,32,3,9,.333,0,2,.000,2,4,.500,2,5,7,10,0,0,2,2,8,9.2,-10
25,26,2019,25,6.48,1,32,5,7,.714,0,0,,0,0,,2,2,4,6,1,1,2,2,10,12.2,+9
26,27,2019,25,6.48,1,29,3,7,.429,0,0,,1,2,.500,3,5,8,3,0,0,6,0,7,2.6,-20
27,28,2019,25,23.72,1,28,5,9,.556,3,5,.600,0,0,,1,5,6,6,1,0,2,2,13,13.3,-20
28,29,2019,25,68.05,1,30,6,12,.500,1,3,.333,2,2,1.000,2,8,10,10,1,1,1,1,15,20.1,-12
29,30,2019,25,0.01,1,34,6,15,.400,2,7,.286,0,0,,1,14,15,11,1,1,3,2,14,16.4,-27
30,31,2019,25,42.73,1,41,4,11,.364,1,4,.250,5,6,.833,4,8,12,16,1,0,1,1,14,23.5,-13
31,32,2019,25,74.04,1,36,5,12,.417,2,2,1.000,4,6,.667,7,6,13,16,1,0,4,4,16,22.1,-7
