,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,24,39.57,0,20,2,3,.667,0,1,.000,0,0,,0,0,0,0,1,1,1,0,4,3.4,0
1,2,2018,24,66.51,0,13,2,4,.500,1,1,1.000,0,0,,0,2,2,0,0,0,1,0,5,2.6,-5
2,3,2018,24,100.01,0,9,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,0.9,-1
3,4,2018,24,18.05,0,8,1,5,.200,0,1,.000,0,0,,1,1,2,0,0,0,0,0,2,-0.1,+5
4,5,2018,24,18.05,0,10,0,1,.000,0,0,,1,2,.500,1,2,3,0,0,0,0,2,1,0.4,-5
5,6,2018,24,39.57,0,14,3,5,.600,0,2,.000,3,3,1.000,0,1,1,0,1,0,0,0,9,8.0,+11
6,7,2018,24,33.18,0,13,1,2,.500,0,0,,2,2,1.000,0,3,3,0,0,0,0,2,4,3.1,+7
7,8,2018,24,23.8,1,30,6,12,.500,2,4,.500,2,2,1.000,0,2,2,0,1,2,2,4,16,9.4,+18
8,9,2018,24,24.36,1,27,2,7,.286,1,4,.250,4,4,1.000,0,0,0,0,0,0,2,1,9,2.5,-10
9,10,2018,24,68.05,1,18,4,7,.571,2,4,.500,2,2,1.000,0,1,1,2,1,0,1,1,12,10.0,+16
10,11,2018,24,56.56,1,22,2,9,.222,1,6,.167,0,0,,0,2,2,1,0,1,0,0,5,1.5,-20
11,12,2018,24,23.72,1,17,1,3,.333,1,2,.500,4,5,.800,0,1,1,0,0,0,1,1,7,3.8,-7
12,13,2018,24,100.01,1,19,2,5,.400,1,2,.500,0,0,,0,2,2,3,0,0,0,1,5,4.6,+1
13,14,2018,24,56.16,1,12,2,4,.500,0,0,,2,2,1.000,0,1,1,0,1,0,0,1,6,4.9,-2
14,15,2018,24,56.16,1,13,4,5,.800,1,2,.500,1,2,.500,0,2,2,0,0,0,1,2,10,6.5,+3
15,16,2018,24,74.04,1,14,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,4,4.4,-6
16,17,2018,24,68.29,1,11,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,1,1,0,3,1,0.7,-7
17,18,2018,24,66.51,1,13,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-1.4,+6
18,19,2018,24,41.19,1,14,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,0.7,+4
19,20,2018,24,9.96,1,31,3,12,.250,0,2,.000,0,0,,3,3,6,1,0,0,3,2,6,-1.3,-11
20,21,2018,24,0.01,1,8,1,2,.500,0,0,,0,0,,0,1,1,0,1,0,0,2,2,1.5,-14
21,22,2018,24,33.18,1,15,2,7,.286,1,3,.333,0,0,,2,1,3,0,1,0,1,1,5,2.2,-8
22,23,2018,24,57.78,1,14,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-1.5,-18
23,24,2018,24,33.18,0,6,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-0.7,-4
24,25,2019,24,0.01,0,7,1,2,.500,0,0,,0,0,,0,0,0,1,2,0,0,0,2,3.7,-2
25,26,2019,24,50.25,0,7,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,-0.4,-1
26,27,2019,25,40.71,0,2,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-0.4,+2
27,28,2019,25,45.48,0,9,1,3,.333,0,2,.000,4,5,.800,0,0,0,0,0,0,0,1,6,3.5,+9
28,29,2019,25,69.91,0,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
29,30,2019,25,0.01,1,12,0,3,.000,0,1,.000,0,0,,0,0,0,0,1,0,2,0,0,-3.1,-7
30,31,2019,25,45.96,0,1,1,1,1.000,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,4,3.3,+1
31,32,2019,25,68.29,0,13,2,3,.667,1,1,1.000,0,0,,1,2,3,0,0,0,2,2,5,2.2,+6
32,33,2019,25,23.8,0,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
33,34,2019,25,100.01,0,14,3,7,.429,0,2,.000,0,0,,1,3,4,0,0,2,0,1,6,4.9,+10
34,35,2019,25,23.72,0,5,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,1,4,2.3,+7
35,36,2019,25,63.2,0,13,3,5,.600,1,2,.500,0,0,,0,4,4,0,0,0,0,1,7,5.5,+8
36,37,2019,25,66.51,0,3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+4
37,38,2019,25,66.51,1,13,1,4,.250,0,2,.000,0,0,,0,0,0,1,0,0,0,3,2,-0.9,+1
38,39,2019,25,39.57,0,9,3,7,.429,0,2,.000,2,2,1.000,1,2,3,0,0,0,0,0,8,5.6,+3
39,40,2019,25,23.8,0,16,3,4,.750,0,1,.000,0,0,,1,1,2,1,1,0,1,2,6,5.3,+1
