,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2015,21,74.33,1,29,2,5,.400,1,2,.500,0,0,,0,5,5,5,3,1,1,4,5,8.4,+23
1,2,2015,21,89.27,1,17,2,8,.250,0,2,.000,0,0,,1,0,1,1,1,0,1,3,4,-0.6,-15
2,3,2015,21,51.92,1,26,2,5,.400,1,2,.500,2,3,.667,1,3,4,0,0,0,3,0,7,2.5,-22
3,4,2015,21,100.01,1,21,5,9,.556,1,3,.333,0,1,.000,0,3,3,2,2,0,0,1,11,10.2,0
4,5,2015,21,40.71,1,27,3,5,.600,1,1,1.000,0,0,,0,2,2,2,0,1,3,0,7,4.4,+1
5,6,2015,21,37.13,1,29,6,8,.750,2,2,1.000,2,2,1.000,0,3,3,2,1,0,1,1,16,14.7,-13
6,7,2015,21,70.98,1,25,3,8,.375,1,3,.333,0,0,,0,3,3,3,0,0,1,2,7,3.8,0
7,8,2015,21,78.61,1,28,3,7,.429,2,4,.500,0,0,,0,1,1,5,2,0,2,0,8,8.1,+4
8,9,2015,21,74.33,1,11,1,3,.333,1,1,1.000,0,0,,1,3,4,0,1,0,1,4,3,1.3,0
9,10,2015,21,79.78,1,26,3,9,.333,0,5,.000,1,1,1.000,0,1,1,0,1,1,2,2,7,1.1,-17
10,11,2015,21,82.66,1,31,5,8,.625,3,4,.750,3,4,.750,2,2,4,3,2,0,2,2,16,15.3,+15
11,12,2015,21,0.01,1,27,6,10,.600,1,3,.333,2,2,1.000,1,1,2,1,2,0,0,0,15,14.1,-14
12,13,2015,21,79.78,1,28,8,13,.615,2,4,.500,2,2,1.000,1,1,2,0,0,0,1,2,20,13.3,-2
13,14,2015,21,37.13,1,34,5,11,.455,1,3,.333,1,2,.500,2,1,3,3,1,0,2,2,12,7.9,-16
14,15,2015,21,39.08,1,34,5,11,.455,3,6,.500,1,1,1.000,1,2,3,1,0,0,1,5,14,7.3,-11
