,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2015,22,40.71,0,21,3,6,.500,2,3,.667,4,5,.800,0,3,3,2,0,0,1,0,12,9.9,-6
1,2,2015,22,44.91,1,28,4,10,.400,3,9,.333,4,4,1.000,0,4,4,1,1,0,2,3,15,9.3,-16
2,3,2015,22,78.61,1,34,5,19,.263,3,14,.214,1,1,1.000,1,6,7,4,0,0,4,1,14,3.6,+17
3,4,2015,22,44.91,1,37,6,10,.600,2,6,.333,0,0,,0,3,3,2,1,0,3,2,14,8.9,-15
4,5,2015,22,61.64,1,36,6,15,.400,3,10,.300,3,4,.750,0,3,3,5,0,1,0,2,18,13.8,-2
5,6,2015,22,60.17,1,33,2,13,.154,1,7,.143,0,0,,0,5,5,2,3,0,1,0,5,1.6,-23
6,7,2015,22,51.45,1,29,3,11,.273,2,7,.286,0,0,,0,1,1,3,0,0,1,1,8,2.5,-20
7,8,2015,22,51.92,1,29,4,10,.400,2,5,.400,1,4,.250,1,3,4,3,2,0,1,1,11,8.7,-11
8,9,2015,22,0.01,1,18,0,6,.000,0,3,.000,0,0,,0,0,0,0,0,0,2,0,0,-6.2,-7
9,10,2015,22,61.72,1,16,0,4,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,2,0,-3.3,-14
10,11,2015,22,30.83,1,21,3,8,.375,1,4,.250,0,0,,1,0,1,1,1,1,2,2,7,2.9,-7
11,12,2015,22,42.5,1,31,5,12,.417,3,8,.375,2,2,1.000,1,1,2,3,0,1,0,0,15,12.4,-2
12,13,2015,22,45.07,1,24,3,8,.375,2,7,.286,0,0,,0,1,1,2,0,1,0,1,8,5.6,-11
13,14,2015,22,89.27,1,11,0,1,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,2,2,0.5,+3
14,15,2015,22,74.33,0,14,1,4,.250,1,3,.333,1,2,.500,0,2,2,3,2,0,0,0,4,5.9,+17
15,16,2015,22,71.14,0,12,2,6,.333,1,3,.333,0,0,,0,1,1,1,1,1,1,2,5,2.5,-5
16,17,2015,22,100.01,0,14,2,5,.400,2,4,.500,0,0,,0,1,1,0,1,0,0,3,6,3.4,-1
17,18,2015,22,69.12,0,23,2,4,.500,2,3,.667,1,2,.500,0,2,2,2,1,0,1,1,7,6.2,0
18,19,2015,22,77.21,0,27,3,6,.500,2,4,.500,1,2,.500,0,3,3,1,1,1,1,2,9,7.1,+2
19,20,2015,22,0.01,0,24,5,10,.500,1,5,.200,2,2,1.000,0,1,1,0,1,0,1,4,13,6.7,-43
20,21,2015,22,93.78,0,28,1,8,.125,0,7,.000,0,0,,0,2,2,5,0,0,0,2,2,0.1,-4
21,22,2015,22,51.68,0,22,3,6,.500,0,1,.000,0,0,,0,0,0,1,0,0,3,1,6,0.3,-15
22,23,2015,22,51.45,0,34,3,8,.375,2,5,.400,1,2,.500,0,5,5,1,0,3,3,2,9,4.7,-26
23,24,2015,22,60.17,0,20,2,5,.400,1,4,.250,0,0,,0,1,1,1,1,0,2,4,5,0.7,-31
24,25,2015,22,19.08,0,13,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,-22
25,26,2015,22,69.12,0,7,0,0,,0,0,,0,2,.000,0,0,0,0,1,0,0,0,0,0.2,+5
26,27,2015,22,44.91,0,12,0,0,,0,0,,0,0,,1,0,1,0,1,0,1,0,0,0.7,+6
27,28,2015,22,71.14,0,3,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0,-2.1,+2
28,29,2015,22,79.78,0,23,7,10,.700,3,4,.750,0,0,,1,3,4,2,1,1,1,0,17,16.5,+5
29,30,2015,22,40.71,0,25,0,6,.000,0,3,.000,0,0,,0,2,2,2,0,1,2,1,0,-3.9,+11
30,31,2015,22,74.1,0,19,1,7,.143,1,6,.167,0,0,,0,3,3,2,0,1,1,2,3,-0.3,-6
31,32,2016,22,100.01,0,28,2,9,.222,0,5,.000,0,0,,2,2,4,2,1,0,3,2,4,-0.9,-3
32,33,2016,22,39.08,0,28,6,10,.600,6,8,.750,0,0,,0,4,4,3,0,0,1,3,18,14.5,-23
33,34,2016,22,89.27,1,28,2,6,.333,1,2,.500,0,1,.000,1,3,4,3,1,0,1,1,5,4.5,+6
34,35,2016,22,19.08,1,23,3,7,.429,2,4,.500,1,2,.500,0,1,1,2,0,1,0,1,9,6.9,-11
35,36,2016,22,51.45,1,24,1,4,.250,1,3,.333,0,0,,1,4,5,2,0,1,3,3,3,0.4,-5
36,37,2016,22,44.91,1,22,2,4,.500,2,4,.500,0,0,,0,4,4,2,0,1,0,0,6,7.3,0
37,38,2016,22,60.17,1,39,4,10,.400,3,5,.600,1,2,.500,0,2,2,5,2,0,1,2,12,10.5,-3
38,39,2016,22,35.42,0,15,1,6,.167,0,4,.000,0,0,,1,0,1,1,0,0,1,0,2,-1.4,+4
39,40,2016,22,79.78,1,37,4,7,.571,1,2,.500,6,7,.857,0,4,4,4,1,0,0,1,15,15.9,+8
40,41,2016,22,51.68,1,26,1,5,.200,0,3,.000,2,2,1.000,0,2,2,2,0,1,2,5,4,-0.4,-10
41,42,2016,22,37.13,1,21,4,6,.667,2,4,.500,0,0,,0,0,0,0,1,0,2,0,10,6.4,-26
42,43,2016,22,19.08,1,29,5,7,.714,2,3,.667,5,5,1.000,0,4,4,2,0,0,1,1,17,15.3,-15
43,44,2016,22,53.94,1,27,3,6,.500,3,5,.600,0,0,,0,4,4,2,1,0,3,3,9,5.4,-14
44,45,2016,22,93.78,1,20,1,6,.167,0,4,.000,2,3,.667,0,0,0,1,0,0,1,0,4,-0.5,-4
45,46,2016,22,39.08,1,20,2,4,.500,1,3,.333,0,0,,0,1,1,0,0,0,0,4,5,1.7,+13
46,47,2016,22,74.1,1,31,6,10,.600,4,5,.800,0,0,,0,2,2,3,1,0,0,0,16,15.1,+1
47,48,2016,22,82.66,1,25,4,7,.571,3,6,.500,0,0,,0,2,2,1,1,0,2,4,11,6.4,-1
48,49,2016,22,61.72,1,20,2,4,.500,2,3,.667,2,2,1.000,0,2,2,2,0,0,0,0,8,8.0,-10
49,50,2016,22,61.64,1,24,2,5,.400,1,3,.333,0,1,.000,1,1,2,2,1,0,4,5,5,-0.7,-3
50,51,2016,22,51.68,1,25,1,7,.143,0,1,.000,1,2,.500,0,4,4,4,0,0,2,2,3,-0.7,-8
51,52,2016,22,53.94,1,27,4,6,.667,3,5,.600,4,4,1.000,0,2,2,1,0,0,1,1,15,12.3,0
52,53,2016,22,61.64,1,20,1,3,.333,0,1,.000,2,3,.667,0,1,1,2,0,0,1,1,4,2.2,-18
53,54,2016,22,53.94,0,31,4,11,.364,1,6,.167,1,1,1.000,0,3,3,3,2,0,0,3,10,7.7,+3
54,55,2016,22,42.5,0,17,2,6,.333,1,4,.250,1,1,1.000,0,1,1,0,1,0,0,1,6,3.5,-11
55,56,2016,22,74.33,0,12,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,4,0,-4.7,-14
56,57,2016,22,93.78,0,20,3,8,.375,1,4,.250,3,4,.750,1,2,3,1,0,0,4,0,10,3.2,-5
57,58,2016,22,51.68,0,26,5,10,.500,1,5,.200,4,4,1.000,0,2,2,4,1,0,0,2,15,13.6,-11
58,59,2016,22,93.78,0,30,6,13,.462,2,6,.333,4,4,1.000,1,6,7,1,2,1,2,1,18,14.8,-9
59,60,2016,22,53.94,0,13,2,4,.500,0,2,.000,0,0,,1,2,3,0,0,0,0,1,4,2.9,-14
60,61,2016,22,51.92,0,33,9,15,.600,5,7,.714,0,0,,1,3,4,3,3,0,2,0,23,20.8,0
61,62,2016,22,35.42,0,26,4,8,.500,2,4,.500,2,5,.400,0,6,6,3,0,0,1,1,12,9.3,-10
62,63,2016,22,30.83,0,15,1,5,.200,0,3,.000,2,2,1.000,0,0,0,0,0,1,4,0,4,-2.4,-12
63,64,2016,22,77.21,0,20,2,6,.333,0,3,.000,1,1,1.000,1,3,4,3,1,1,0,3,5,5.8,+14
64,65,2016,22,70.98,0,25,4,8,.500,3,6,.500,2,2,1.000,1,4,5,1,0,0,2,2,13,8.8,+16
65,66,2016,22,37.13,0,31,4,10,.400,1,6,.167,0,0,,0,4,4,3,2,0,2,1,9,6.5,+4
66,67,2016,22,42.5,0,32,4,11,.364,2,5,.400,3,4,.750,1,2,3,1,0,0,2,2,13,5.7,-11
67,68,2016,22,42.5,0,29,3,11,.273,1,6,.167,4,5,.800,1,2,3,2,0,0,2,1,11,4.4,+14
68,69,2016,22,30.83,0,27,2,5,.400,1,3,.333,4,5,.800,1,1,2,3,0,0,3,4,9,4.4,-18
69,70,2016,22,82.66,0,33,5,11,.455,2,5,.400,1,2,.500,0,2,2,6,0,1,0,2,13,11.6,+21
70,71,2016,22,69.12,1,37,4,13,.308,3,8,.375,6,6,1.000,1,6,7,5,0,0,0,3,17,14.3,+6
71,72,2016,22,78.61,1,36,3,15,.200,2,12,.167,4,4,1.000,0,1,1,0,1,0,1,1,12,2.6,-9
72,73,2016,22,51.45,1,36,6,13,.462,1,6,.167,0,0,,1,1,2,3,2,0,2,3,13,8.2,-16
73,1,2016,23,41.4,0,22,5,6,.833,0,1,.000,3,3,1.000,0,4,4,1,0,0,0,0,13,12.7,-1
74,2,2016,23,24.19,0,28,2,7,.286,2,3,.667,0,0,,0,5,5,1,0,1,3,3,6,0.6,-20
75,3,2016,23,72.45,0,21,1,6,.167,0,2,.000,0,0,,0,0,0,1,0,0,0,3,2,-2.3,-20
76,4,2016,23,53.44,0,30,2,6,.333,1,3,.333,2,2,1.000,0,4,4,2,0,0,2,0,7,4.2,+2
77,5,2016,23,71.18,0,19,2,5,.400,1,4,.250,0,0,,0,2,2,1,0,0,0,0,5,3.6,+5
