,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,23,45.48,0,26,4,9,.444,1,3,.333,4,7,.571,1,3,4,4,0,0,1,1,13,10.1,+21
1,2,2018,23,41.19,0,18,4,5,.800,1,1,1.000,4,4,1.000,0,2,2,0,0,0,1,1,13,10.3,-4
2,3,2018,23,25.25,0,13,2,11,.182,0,4,.000,0,0,,0,3,3,1,0,1,1,1,4,-2.0,-8
3,4,2018,23,56.16,0,14,3,6,.500,1,1,1.000,2,2,1.000,0,0,0,1,0,0,0,0,9,6.7,-4
4,5,2018,23,57.78,0,17,5,10,.500,0,2,.000,1,3,.333,0,0,0,2,0,0,2,2,11,3.8,-3
5,6,2018,23,45.96,0,16,1,5,.200,1,2,.500,3,4,.750,1,3,4,3,1,1,2,2,6,5.1,+13
6,7,2018,23,63.2,0,25,4,9,.444,1,3,.333,5,6,.833,2,2,4,3,1,0,0,3,14,12.8,0
7,8,2018,23,25.25,0,19,1,6,.167,0,2,.000,1,2,.500,0,0,0,4,0,0,1,4,3,-1.0,-8
8,9,2018,23,33.99,0,17,1,3,.333,0,2,.000,4,4,1.000,0,1,1,1,0,0,0,1,6,4.9,+2
9,10,2018,23,23.72,0,16,3,4,.750,1,1,1.000,0,0,,0,1,1,4,0,0,2,3,7,5.3,-2
10,11,2018,23,45.96,0,11,2,3,.667,1,2,.500,4,4,1.000,1,0,1,2,0,1,0,4,9,8.9,+10
11,12,2018,23,18.05,0,2,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,0,-1.8,-4
12,13,2018,23,25.25,0,20,3,7,.429,1,4,.250,2,4,.500,0,0,0,1,0,0,1,2,9,3.4,+2
13,14,2018,23,45.96,0,20,1,6,.167,0,2,.000,1,2,.500,0,1,1,2,1,0,0,2,3,0.7,-31
14,15,2018,23,33.18,0,18,3,7,.429,0,0,,1,2,.500,0,2,2,4,0,0,2,1,7,3.9,+2
15,16,2018,23,18.05,0,20,4,8,.500,1,2,.500,1,2,.500,1,6,7,3,0,0,2,1,10,7.8,-2
16,17,2018,23,7.78,0,18,1,4,.250,0,0,,2,2,1.000,0,2,2,5,0,0,2,2,4,2.9,-21
17,18,2018,23,45.48,0,14,1,4,.250,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,1,4,0.5,-4
18,19,2018,23,40.71,0,18,1,4,.250,0,0,,0,0,,1,1,2,2,1,0,2,3,2,-0.2,+2
19,20,2018,23,45.48,0,20,2,5,.400,0,0,,0,0,,0,1,1,1,2,1,0,3,4,3.8,+7
20,21,2018,23,7.78,0,16,3,11,.273,1,4,.250,2,2,1.000,2,1,3,1,0,0,3,0,9,1.9,-9
21,22,2018,23,39.57,0,6,0,2,.000,0,0,,0,0,,0,0,0,1,1,0,3,1,0,-3.1,+6
22,23,2018,23,23.8,0,1,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1,-0.5,-4
23,24,2018,23,50.25,0,10,3,4,.750,1,1,1.000,0,0,,0,1,1,2,0,0,0,1,7,6.7,+5
24,25,2018,23,56.16,0,21,6,10,.600,0,2,.000,3,6,.500,0,2,2,5,2,0,3,2,15,11.5,+24
25,26,2018,23,50.25,0,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-7
26,27,2018,23,9.96,0,9,2,3,.667,0,0,,5,6,.833,0,0,0,3,0,0,0,1,9,9.0,+16
27,28,2018,23,23.8,0,22,3,5,.600,2,3,.667,6,6,1.000,0,1,1,3,0,0,5,2,14,8.3,+2
28,29,2018,23,24.36,0,15,1,4,.250,0,0,,0,0,,0,2,2,1,0,0,1,1,2,-0.5,-7
29,30,2018,23,56.16,0,19,1,6,.167,0,3,.000,2,2,1.000,0,1,1,1,2,0,1,4,4,0.6,-6
30,31,2018,23,41.19,0,16,3,4,.750,0,0,,0,0,,0,2,2,3,0,0,0,0,6,7.1,+5
31,32,2018,23,42.73,0,21,4,7,.571,0,0,,0,0,,0,1,1,8,1,0,0,3,8,10.4,+16
32,33,2018,23,9.96,0,10,1,5,.200,0,2,.000,2,2,1.000,1,0,1,1,1,0,1,1,4,1.9,-9
33,34,2018,23,42.73,0,17,7,9,.778,1,1,1.000,0,0,,0,2,2,4,0,0,1,0,15,13.9,+9
34,35,2018,23,33.18,0,21,6,14,.429,3,5,.600,5,5,1.000,3,1,4,2,1,0,1,1,20,16.0,-7
35,36,2018,23,68.29,1,26,6,11,.545,0,2,.000,1,1,1.000,0,0,0,13,0,0,1,2,13,15.0,+19
36,37,2019,23,23.72,0,18,4,11,.364,0,0,,0,0,,1,2,3,3,0,1,0,2,8,5.2,-2
37,38,2019,23,100.01,0,19,4,8,.500,1,2,.500,2,2,1.000,1,2,3,7,0,0,4,2,11,8.4,+21
38,39,2019,23,33.26,0,8,1,1,1.000,0,0,,2,2,1.000,0,2,2,5,0,0,0,0,4,7.8,+9
39,40,2019,23,9.96,0,14,0,5,.000,0,2,.000,0,0,,1,0,1,3,0,0,2,2,0,-3.5,+7
40,41,2019,23,74.04,0,9,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,2,3,0,-4.0,-8
41,42,2019,23,63.2,0,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-2.4,0
