,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2018,24,41.19,0,29,2,7,.286,1,4,.250,2,4,.500,2,0,2,2,0,3,0,1,7,6.6,-11
1,2,2018,24,52.19,0,27,1,4,.250,0,1,.000,2,4,.500,0,8,8,2,0,2,3,5,4,1.0,-5
2,3,2018,24,45.48,0,27,3,12,.250,0,5,.000,1,2,.500,2,1,3,1,1,2,1,3,7,2.0,-1
3,4,2018,24,18.05,1,30,4,10,.400,1,3,.333,1,1,1.000,2,4,6,1,2,1,2,2,10,7.8,-5
4,5,2018,24,74.04,1,37,4,9,.444,1,4,.250,5,8,.625,1,3,4,1,1,0,1,3,14,9.2,+14
5,6,2018,24,52.19,1,25,5,7,.714,1,2,.500,1,3,.333,1,4,5,1,1,0,1,4,12,9.3,+18
6,7,2018,24,56.56,1,24,3,7,.429,1,3,.333,3,4,.750,1,5,6,1,0,2,0,2,10,9.4,-16
7,8,2018,24,69.91,1,34,9,11,.818,2,3,.667,2,3,.667,0,4,4,4,3,0,1,2,22,22.7,+13
8,9,2018,24,57.78,1,31,5,12,.417,0,3,.000,3,4,.750,1,5,6,1,2,1,0,4,13,10.2,+9
9,10,2018,24,100.01,1,27,4,9,.444,2,3,.667,2,2,1.000,1,7,8,0,1,1,1,3,12,9.6,+14
10,11,2018,24,56.16,1,34,3,5,.600,1,3,.333,4,4,1.000,0,6,6,2,0,0,1,4,11,9.3,+25
11,12,2018,24,45.96,1,29,4,6,.667,1,2,.500,4,5,.800,1,1,2,2,2,1,1,2,13,13.3,+3
12,13,2018,24,74.04,1,31,4,8,.500,1,2,.500,1,2,.500,1,7,8,0,0,1,1,0,10,8.1,+22
13,14,2018,24,68.29,1,27,6,10,.600,3,5,.600,0,0,,0,5,5,0,0,0,4,3,15,6.7,+9
14,15,2018,24,74.04,1,32,4,7,.571,1,2,.500,5,7,.714,1,5,6,3,0,2,0,2,14,14.8,+14
15,16,2018,24,45.48,1,25,3,9,.333,0,0,,2,2,1.000,0,1,1,0,0,1,1,2,8,2.1,-21
16,17,2018,24,41.19,1,34,6,10,.600,1,3,.333,1,3,.333,3,8,11,1,2,1,0,0,14,16.5,+25
17,18,2018,24,56.56,1,35,4,7,.571,2,4,.500,1,2,.500,1,5,6,1,1,0,0,0,11,11.2,+10
18,19,2018,24,33.99,1,31,5,11,.455,2,5,.400,1,2,.500,0,2,2,2,0,1,0,5,13,7.6,+2
19,20,2018,24,100.01,1,33,8,12,.667,1,4,.250,4,5,.800,1,4,5,0,0,4,1,0,21,19.1,+3
20,21,2018,24,68.05,1,26,2,5,.400,1,3,.333,0,0,,0,3,3,1,0,1,1,3,5,2.4,+15
21,22,2018,24,33.26,1,24,5,6,.833,2,3,.667,3,4,.750,0,2,2,0,0,1,1,3,15,11.5,+25
22,23,2018,24,39.57,1,26,2,6,.333,1,4,.250,0,0,,0,5,5,2,1,3,1,4,5,5.0,+8
23,24,2018,24,66.51,1,34,5,9,.556,3,4,.750,0,0,,1,2,3,0,0,2,1,1,13,10.0,+4
24,25,2018,24,6.48,1,29,6,11,.545,1,2,.500,0,1,.000,1,3,4,0,0,1,1,3,13,7.4,+22
25,26,2018,24,57.78,1,26,3,8,.375,1,5,.200,0,0,,2,3,5,1,0,1,0,5,7,4.3,+9
26,27,2018,24,33.99,1,34,4,11,.364,1,4,.250,4,4,1.000,2,0,2,0,2,0,1,2,13,8.5,-9
27,28,2018,24,52.19,1,34,8,11,.727,1,3,.333,1,3,.333,1,3,4,1,2,3,2,3,18,15.9,0
28,29,2018,24,66.51,1,29,5,9,.556,0,0,,3,4,.750,1,1,2,1,0,0,0,3,13,8.8,+18
29,30,2018,24,45.48,1,36,9,11,.818,2,2,1.000,2,6,.333,1,1,2,1,0,1,1,3,22,16.5,+7
30,31,2018,24,6.48,1,39,6,11,.545,1,3,.333,2,4,.500,0,7,7,0,1,2,1,2,15,11.6,+10
