,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2015,24,51.92,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
1,2,2015,24,60.17,0,16,2,5,.400,1,2,.500,2,2,1.000,0,0,0,1,1,0,0,3,7,4.8,+7
2,3,2015,24,82.66,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
3,4,2015,24,74.33,0,9,1,3,.333,0,2,.000,0,0,,0,1,1,2,0,0,1,0,2,1.0,+3
4,5,2015,24,51.45,0,16,2,4,.500,1,2,.500,0,0,,0,2,2,6,0,0,1,1,5,6.4,+12
5,6,2015,24,82.5,0,9,0,1,.000,0,0,,1,2,.500,0,2,2,1,0,0,2,0,1,-0.8,+1
6,7,2015,24,30.83,0,2,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,0,0,0.3,-2
7,8,2015,24,100.01,0,30,8,16,.500,5,9,.556,1,1,1.000,0,0,0,3,1,0,2,3,22,13.9,+2
8,9,2015,24,40.71,0,18,1,4,.250,0,1,.000,0,0,,0,1,1,0,2,0,4,2,2,-2.9,-4
9,10,2015,24,53.94,0,16,3,5,.600,0,1,.000,0,0,,0,0,0,1,1,0,4,1,6,1.0,+3
10,11,2015,24,89.27,0,14,3,9,.333,2,4,.500,1,1,1.000,0,0,0,1,1,0,0,0,9,5.6,-15
11,12,2015,24,74.1,0,11,1,1,1.000,1,1,1.000,0,0,,1,2,3,3,0,0,0,1,3,5.7,0
12,13,2015,24,44.91,0,29,3,10,.300,0,4,.000,5,8,.625,0,3,3,9,1,1,0,1,11,12.5,+5
13,14,2015,24,69.12,0,12,1,4,.250,0,1,.000,0,0,,1,0,1,0,0,0,1,1,2,-1.1,+8
14,15,2015,24,78.61,0,11,1,5,.200,0,3,.000,2,3,.667,0,2,2,3,0,0,1,0,4,2.2,-3
15,16,2015,24,35.42,0,9,2,3,.667,1,2,.500,0,0,,0,1,1,4,0,0,1,0,5,5.8,+6
16,17,2015,24,89.27,0,6,0,3,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,-1.5,-2
17,18,2015,24,40.71,0,15,1,4,.250,1,2,.500,0,0,,1,0,1,2,0,0,0,0,3,2.7,-4
18,19,2015,24,39.08,0,11,0,2,.000,0,1,.000,2,2,1.000,0,0,0,2,0,0,0,1,2,1.6,-3
19,20,2015,24,77.21,0,14,3,7,.429,0,3,.000,0,0,,0,0,0,0,1,0,1,0,6,2.3,0
20,21,2015,24,79.78,0,14,2,3,.667,2,3,.667,1,2,.500,0,0,0,4,0,0,0,2,7,7.3,-2
21,22,2015,24,44.91,0,19,1,7,.143,0,3,.000,1,2,.500,0,0,0,5,1,0,3,1,3,-0.8,-5
22,23,2015,24,93.78,0,4,0,1,.000,0,0,,0,0,,0,0,0,2,2,0,2,0,0,0.7,0
23,24,2015,24,42.5,0,3,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2.4,-7
