,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
34,35,2019,27,24.36,0,18,4,13,.308,4,11,.364,0,0,,0,4,4,4,0,1,0,2,12,8.4,-4
35,36,2019,27,45.48,0,11,3,4,.750,0,0,,4,4,1.000,1,0,1,2,3,0,1,1,10,12.1,0
36,37,2019,27,24.36,0,12,1,2,.500,0,0,,0,0,,0,1,1,0,0,1,2,1,2,-0.4,+6
37,38,2019,27,68.29,0,28,3,13,.231,1,6,.167,11,12,.917,1,1,2,2,1,0,2,0,18,11.1,+7
38,39,2019,27,18.05,0,26,6,16,.375,4,8,.500,4,6,.667,0,2,2,5,1,0,4,2,20,10.7,-5
39,40,2019,27,66.51,0,25,8,17,.471,5,10,.500,3,6,.500,0,3,3,4,3,0,1,1,24,19.4,+9
40,41,2019,27,50.25,0,29,4,13,.308,2,9,.222,5,6,.833,0,1,1,7,0,2,1,2,15,11.9,+3
41,42,2019,27,24.36,0,25,5,13,.385,3,9,.333,2,2,1.000,0,2,2,3,1,0,3,1,15,8.2,-9
42,43,2019,27,0.01,1,28,4,15,.267,0,10,.000,7,7,1.000,0,4,4,4,2,0,1,0,15,11.1,-17
43,44,2019,27,33.99,0,26,2,4,.500,2,2,1.000,4,6,.667,0,2,2,11,0,0,1,0,10,14.5,+5
44,45,2019,27,66.51,0,12,0,5,.000,0,3,.000,0,0,,0,1,1,1,0,0,2,3,0,-5.7,-13
45,46,2019,27,23.72,0,16,4,4,1.000,1,1,1.000,1,2,.500,1,0,1,4,2,1,0,0,10,14.6,-5
46,47,2019,27,100.01,0,22,4,11,.364,2,6,.333,0,0,,0,3,3,7,1,1,1,2,10,9.6,+11
47,48,2019,27,42.73,0,21,2,11,.182,1,8,.125,2,2,1.000,0,1,1,10,0,0,2,1,7,5.0,+12
48,49,2019,27,56.56,0,14,4,10,.400,2,6,.333,0,0,,0,2,2,2,0,0,1,3,10,4.4,-3
49,50,2019,27,50.25,0,16,2,8,.250,1,7,.143,0,0,,0,0,0,1,1,1,2,0,5,0.6,+3
50,51,2019,27,69.91,0,23,7,14,.500,1,7,.143,7,7,1.000,0,0,0,1,1,0,2,3,22,13.5,+6
51,52,2019,27,56.56,0,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+2
52,53,2019,27,45.96,0,8,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2,2.3,0
53,54,2019,27,33.26,0,5,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6,-1
