,G,Date,Age,Opp,GS,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,2015,23,44.91,0,16,3,4,.750,1,2,.500,1,2,.500,0,4,4,0,0,0,0,0,8,7.2,-2
1,2,2015,23,93.78,0,20,3,7,.429,2,4,.500,0,0,,1,1,2,1,0,0,3,2,8,2.2,-14
2,3,2015,23,51.68,0,14,2,4,.500,2,2,1.000,0,0,,0,1,1,2,0,0,2,3,6,2.5,+4
3,4,2015,23,61.64,0,17,5,10,.500,2,4,.500,0,0,,1,0,1,0,0,0,1,2,12,5.9,+3
4,5,2015,23,42.5,0,30,6,12,.500,5,8,.625,0,0,,0,4,4,3,1,0,0,2,17,14.5,-17
5,6,2015,23,51.92,1,23,3,5,.600,1,3,.333,2,2,1.000,0,1,1,0,0,0,0,1,9,6.6,-14
6,7,2015,23,89.27,1,20,4,5,.800,3,4,.750,0,0,,0,2,2,0,0,0,0,2,11,8.9,-19
7,8,2015,23,82.5,1,28,7,15,.467,3,6,.500,1,1,1.000,1,1,2,0,0,0,0,2,18,10.5,+5
8,9,2015,23,42.5,1,16,3,6,.500,1,2,.500,1,2,.500,0,2,2,0,0,0,0,1,8,4.8,-3
9,10,2015,23,30.83,0,16,4,9,.444,1,2,.500,2,2,1.000,0,1,1,0,0,1,0,1,11,6.9,+5
10,11,2015,23,79.78,0,25,4,7,.571,0,2,.000,0,0,,1,4,5,2,0,0,1,1,8,6.6,+7
11,12,2015,23,37.13,0,18,1,5,.200,1,4,.250,0,0,,0,1,1,0,0,0,0,0,3,0.2,-13
12,13,2015,23,70.98,0,25,2,6,.333,0,2,.000,0,0,,0,2,2,1,1,0,1,1,4,1.5,+4
13,14,2015,23,30.83,0,6,0,4,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,0,0,-2.1,-5
14,15,2015,23,0.01,0,30,5,12,.417,1,2,.500,1,1,1.000,0,3,3,0,0,0,0,2,12,5.7,+10
15,16,2015,23,77.21,0,29,5,9,.556,1,3,.333,0,0,,1,2,3,2,0,0,1,1,11,8.0,+14
16,17,2015,23,42.5,0,33,5,9,.556,3,5,.600,0,0,,0,1,1,1,0,0,2,1,13,7.3,-1
17,18,2015,23,79.78,0,22,4,7,.571,0,2,.000,0,0,,0,0,0,1,0,0,1,2,8,3.6,-11
18,19,2015,23,35.42,0,26,4,11,.364,3,4,.750,0,0,,1,6,7,0,0,0,1,2,11,5.6,0
19,20,2015,23,39.08,0,16,0,5,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-3.9,+14
20,21,2015,23,82.66,0,27,5,10,.500,2,6,.333,0,0,,0,2,2,2,0,0,2,0,12,7.0,+6
21,22,2015,23,82.5,0,23,6,16,.375,1,4,.250,0,0,,4,4,8,2,0,0,0,1,13,9.2,+5
22,23,2015,23,71.14,0,23,6,12,.500,4,8,.500,1,1,1.000,0,1,1,0,0,1,1,2,17,10.2,+10
23,24,2015,23,51.68,0,22,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,0,0,3,2,-0.6,-10
24,25,2015,23,69.12,0,9,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-2.5,-17
25,26,2015,23,93.78,0,25,4,9,.444,3,6,.500,0,0,,1,4,5,2,0,0,2,1,11,7.2,+8
26,27,2015,23,51.92,0,23,2,7,.286,1,4,.250,0,0,,1,2,3,1,1,0,1,0,5,2.9,+3
27,28,2015,23,61.72,0,18,3,4,.750,1,2,.500,0,0,,0,0,0,1,0,1,1,0,7,5.8,+9
28,29,2015,23,30.83,0,20,2,6,.333,0,1,.000,1,2,.500,1,4,5,2,0,0,1,2,5,2.7,+3
29,30,2016,23,69.12,0,20,5,9,.556,3,4,.750,0,0,,0,2,2,1,0,0,0,2,13,9.2,+24
30,31,2016,24,51.45,0,10,0,4,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,2,0,-4.6,-7
31,32,2016,24,78.61,0,10,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1,0
32,33,2016,24,35.42,0,20,3,8,.375,3,4,.750,0,0,,0,1,1,0,1,0,0,1,9,5.5,+5
33,34,2016,24,19.08,0,24,3,5,.600,0,1,.000,0,0,,0,4,4,0,0,0,1,2,6,3.1,-11
34,35,2016,24,53.94,0,19,2,4,.500,2,4,.500,3,3,1.000,0,2,2,0,0,1,2,2,9,5.5,-15
35,36,2016,24,78.61,0,5,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-0.7,+2
36,37,2016,24,82.5,0,33,7,12,.583,1,2,.500,2,2,1.000,1,2,3,0,1,0,0,2,17,12.9,+19
37,38,2016,24,61.72,0,20,0,4,.000,0,1,.000,0,0,,1,3,4,0,0,0,0,0,0,-1.2,+3
38,39,2016,24,51.68,0,24,4,6,.667,3,4,.750,0,0,,0,2,2,0,1,0,1,2,11,8.2,+16
39,40,2016,24,37.13,0,32,1,6,.167,0,1,.000,1,1,1.000,3,1,4,2,0,0,1,2,3,1.2,-28
40,41,2016,24,35.42,0,23,0,1,.000,0,1,.000,0,0,,0,2,2,0,1,0,2,4,0,-2.7,+13
41,42,2016,24,44.91,0,24,1,2,.500,1,2,.500,0,0,,0,4,4,3,0,0,1,4,3,2.7,+5
42,43,2016,24,45.07,0,30,3,10,.300,1,4,.250,0,0,,1,2,3,1,0,0,2,2,7,0.4,-6
43,44,2016,24,100.01,0,24,6,15,.400,3,6,.500,0,0,,0,2,2,1,0,0,1,4,15,5.6,+5
44,45,2016,24,39.08,0,20,2,7,.286,2,4,.500,0,0,,0,1,1,0,0,0,1,1,6,0.8,-19
45,46,2016,24,40.71,0,19,3,6,.500,1,3,.333,0,0,,0,2,2,0,0,0,2,2,7,1.8,+2
46,47,2016,24,74.1,0,24,4,10,.400,2,6,.333,1,2,.500,0,2,2,0,0,0,0,1,11,5.4,0
47,48,2016,24,77.21,0,25,6,11,.545,3,4,.750,0,0,,1,1,2,0,0,0,1,3,15,8.5,-2
48,49,2016,24,89.27,0,26,3,8,.375,0,3,.000,2,2,1.000,0,3,3,0,0,0,0,1,8,4.1,0
49,50,2016,24,42.5,0,31,6,11,.545,1,3,.333,1,1,1.000,0,3,3,0,0,0,0,3,14,8.4,-14
50,51,2016,24,19.08,0,36,6,12,.500,2,5,.400,3,3,1.000,0,3,3,1,1,0,3,1,17,10.2,-29
51,52,2016,24,44.91,0,23,1,6,.167,1,5,.200,0,0,,0,1,1,0,1,1,1,3,3,-1.0,-1
52,53,2016,24,51.45,0,30,13,17,.765,4,5,.800,0,0,,2,2,4,1,0,0,0,3,30,24.8,+15
53,54,2016,24,100.01,0,21,6,9,.667,3,4,.750,1,1,1.000,0,0,0,0,0,0,0,1,16,11.7,-5
54,55,2016,24,53.94,0,28,6,11,.545,0,2,.000,2,2,1.000,0,5,5,2,0,0,1,3,14,9.4,0
55,56,2016,24,19.08,0,30,6,13,.462,1,4,.250,7,7,1.000,3,2,5,0,0,0,0,1,20,15.6,-1
56,57,2016,24,70.98,0,32,6,14,.429,2,5,.400,4,5,.800,0,1,1,1,1,0,0,2,18,11.4,-7
57,58,2016,24,45.07,0,26,5,12,.417,0,2,.000,1,1,1.000,1,0,1,1,1,0,1,0,11,6.0,-7
58,59,2016,24,61.64,0,32,5,15,.333,1,5,.200,0,2,.000,2,2,4,0,0,0,0,2,11,2.9,+1
59,60,2016,24,74.33,0,21,3,9,.333,1,3,.333,0,0,,1,3,4,0,0,0,2,2,7,0.7,-18
60,61,2016,24,78.61,0,13,2,6,.333,0,2,.000,0,0,,0,3,3,0,0,0,0,2,4,0.7,-4
61,62,2016,24,0.01,0,21,1,4,.250,0,1,.000,2,2,1.000,0,2,2,2,0,0,0,1,4,3.2,-2
62,63,2016,24,45.07,0,22,4,9,.444,2,4,.500,0,0,,0,2,2,1,1,0,1,1,10,6.2,-19
63,64,2016,24,51.45,0,36,9,11,.818,4,5,.800,7,8,.875,0,1,1,1,0,1,0,1,29,25.8,+5
64,65,2016,24,53.94,0,30,6,10,.600,3,6,.500,5,5,1.000,0,1,1,2,1,0,0,2,20,17.3,-9
65,66,2016,24,93.78,0,28,8,16,.500,5,8,.625,4,4,1.000,0,3,3,1,0,0,0,1,25,18.2,+24
66,67,2016,24,40.71,0,22,3,9,.333,1,2,.500,0,0,,1,4,5,2,0,0,0,1,7,4.8,0
67,68,2016,24,74.1,0,21,6,11,.545,4,7,.571,0,0,,0,1,1,1,0,0,1,3,16,9.5,-9
68,69,2016,24,69.12,0,19,2,5,.400,1,4,.250,2,2,1.000,0,4,4,1,0,0,0,1,7,5.8,0
69,70,2016,24,69.12,0,13,0,3,.000,0,2,.000,1,2,.500,0,0,0,0,0,0,0,0,1,-1.5,-5
70,71,2016,24,61.64,0,20,5,10,.500,2,2,1.000,0,0,,2,1,3,0,0,0,1,0,12,7.7,-13
71,72,2016,24,19.08,0,19,0,2,.000,0,1,.000,1,2,.500,0,3,3,0,0,0,0,1,1,-0.3,+3
72,73,2016,24,30.83,0,15,2,6,.333,1,2,.500,1,1,1.000,0,2,2,0,0,0,0,1,6,2.8,+10
73,74,2016,24,74.33,0,37,6,14,.429,1,4,.250,2,2,1.000,2,7,9,3,0,0,1,3,15,11.0,+26
74,75,2016,24,51.68,0,15,1,5,.200,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,1,4,0.8,-4
75,76,2016,24,78.61,0,16,3,5,.600,0,1,.000,1,1,1.000,0,1,1,0,0,0,0,2,7,4.2,+5
76,77,2016,24,71.14,0,24,3,5,.600,1,2,.500,0,0,,0,1,1,1,1,0,2,4,7,3.1,-3
77,78,2016,24,45.07,0,20,2,5,.400,1,2,.500,1,1,1.000,0,1,1,0,0,0,1,2,6,1.8,-4
78,79,2016,24,44.91,0,10,2,4,.500,1,1,1.000,1,2,.500,0,3,3,0,0,0,1,2,6,2.7,+11
79,80,2016,24,82.66,0,24,4,10,.400,0,1,.000,2,2,1.000,1,3,4,4,0,0,0,1,10,8.6,-4
80,81,2016,24,82.5,0,34,7,11,.636,0,1,.000,2,3,.667,0,1,1,3,0,0,0,2,16,12.3,0
81,1,2016,24,51.86,0,21,2,5,.400,0,1,.000,1,2,.500,0,1,1,1,0,0,1,2,5,1.1,-5
82,2,2016,24,55.34,0,26,9,14,.643,5,6,.833,0,0,,0,4,4,3,1,1,1,2,23,20.0,+8
83,3,2016,24,74.88,0,24,4,10,.400,0,3,.000,4,4,1.000,0,3,3,3,0,0,1,2,12,7.8,+21
84,4,2016,24,85.54,0,26,3,5,.600,0,1,.000,0,0,,1,1,2,1,1,0,1,0,6,5.4,-1
85,5,2016,24,55.34,0,20,3,7,.429,1,2,.500,5,6,.833,0,4,4,0,0,0,0,1,12,8.7,-16
86,6,2016,24,72.45,0,25,5,8,.625,0,2,.000,1,1,1.000,0,4,4,1,0,0,0,0,11,9.3,+23
87,7,2016,24,24.19,0,19,4,6,.667,0,1,.000,0,0,,0,1,1,0,0,0,0,3,8,4.5,-13
88,8,2016,24,35.91,0,31,5,11,.455,2,5,.400,1,1,1.000,0,4,4,1,1,0,1,2,13,8.4,+5
89,9,2016,24,61.36,0,17,2,6,.333,0,1,.000,1,1,1.000,0,1,1,2,0,0,1,0,5,2.3,+11
90,10,2016,24,0.01,0,25,2,6,.333,1,4,.250,3,3,1.000,1,3,4,3,0,0,3,1,8,4.9,+5
91,11,2016,24,35.91,0,26,3,9,.333,0,2,.000,2,2,1.000,0,1,1,0,1,0,1,1,8,2.8,-3
92,12,2016,24,89.66,0,26,4,8,.500,0,1,.000,0,0,,1,2,3,0,0,0,0,3,8,4.1,-2
93,13,2016,24,62.42,0,27,3,6,.500,2,3,.667,0,0,,1,4,5,1,0,0,2,2,8,4.8,+1
94,14,2016,24,62.42,0,24,2,8,.250,0,3,.000,1,1,1.000,1,2,3,0,0,0,0,0,5,1.5,-7
95,15,2016,24,38.55,0,24,6,12,.500,1,3,.333,0,0,,0,3,3,2,0,0,0,1,13,8.9,+17
96,16,2016,24,61.36,0,25,4,11,.364,2,6,.333,0,0,,1,2,3,2,0,0,0,0,10,6.6,-1
97,17,2016,24,53.44,0,33,5,12,.417,3,7,.429,2,2,1.000,0,4,4,1,0,0,1,3,15,8.3,-10
98,18,2016,24,0.01,0,26,2,5,.400,1,2,.500,0,0,,0,2,2,1,0,0,1,1,5,2.2,+3
99,19,2016,24,74.88,0,29,2,6,.333,0,2,.000,3,3,1.000,1,3,4,0,0,0,1,1,7,3.8,+9
100,20,2016,24,55.34,0,28,4,5,.800,2,2,1.000,0,2,.000,0,4,4,2,1,0,0,1,10,10.5,+8
101,21,2016,24,62.42,0,29,5,10,.500,3,6,.500,0,0,,1,0,1,3,1,0,0,2,13,11.0,-7
102,22,2017,24,53.44,1,30,5,12,.417,0,3,.000,1,1,1.000,0,1,1,1,0,0,1,2,11,3.8,+13
103,23,2017,25,71.18,0,32,6,9,.667,3,4,.750,2,2,1.000,1,5,6,1,1,0,0,1,17,16.6,+16
104,24,2017,25,46.79,0,37,6,17,.353,2,7,.286,3,3,1.000,2,8,10,1,1,0,2,1,17,10.6,+15
105,25,2017,25,41.4,0,25,2,6,.333,1,2,.500,2,2,1.000,0,2,2,0,0,0,0,0,7,4.2,-16
